Project;Id;DeadlineDate;Status;tags;keywords
b'Space traffic management';b'SU-SPACE-21-SEC-2020';b'2020/03/05';b'Forthcoming';b'';"b""['SST - Space Surveillance and Tracking', 'Protection of assets in and from Space']"""
b'EGNSS applications fostering societal resilience and protecting the environment';b'SU-SPACE-EGNSS-3-2019-2020';b'2020/03/05';b'Forthcoming';b'';"b""['Global Satellite Navigation System (GNSS) / Servic']"""
"b""EIC Horizon Prize for 'European Low-Cost Space Launch'""";b'Space-EICPrize-2019';b'2021/06/01';b'Open';"b""['low-cost launch solution', 'Space', 'low-Earth orbit (LEO)', 'EICPrize', 'Access to Space', 'Light satellites', 'EU non-dependence', 'Space Technology']""";"b""['Space', 'Launchers', 'Satellites and Probes', 'Space technology domain', 'Low Earth orbit missions']"""
"b""EIC Horizon Prize for 'Fuel from the Sun: Artificial Photosynthesis'""";b'Sunfuel-EICPrize-2021';b'2021/02/03';b'Open';"b""['photosynthesis', 'photochemistry', 'Market-creating', 'mission innovation', 'photoelectrical', 'sunlight', 'solar fuels', 'converting sunlight', 'energy conversion', 'EIC pilot', 'Articificial photosynthesis', 'Breakthrough']""";"b""['Renewable energy sources', 'Biomaterials synthesis', 'Market-creating innovation', 'Biochemistry and molecular biology', 'Biochemical research methods', 'Energy systems (production, distribution, applicat', 'Cell biology, Microbiology', 'Photosynthesis']"""
b'Open schooling and collaboration on science education  ';b'SwafS-01-2018-2019-2020';b'2020/04/15';b'Forthcoming';"b""['science-based careers', 'formal', 'informal', 'partnerships', 'Integrity', 'societal actors', 'open schooling', 'science education']""";"b""['Education: systems and institutions, teaching and', 'Education, general (including training, pedagogy,', 'Informal science education', 'Formal science education', 'Formal education', 'School education', 'Higher education', 'Adult education', 'Informal education']"""
b'Research innovation needs & skills training in PhD programmes';b'SwafS-08-2019-2020';b'2020/04/15';b'Forthcoming';"b""['careers', 'PhD Programmes', 'Skills training', 'employment potential', 'higher education institutions', 'open science']""";"b""['Higher education', 'EU research policy /Research policies in the EU', 'Adult education', 'Innovation support services']"""
b'Supporting research organisations to implement gender equality plans ';b'SwafS-09-2018-2019-2020';b'2020/04/15';b'Forthcoming';"b""['universities', 'careers', 'Gear tool', 'institutional barriers', 'RFO', 'gaps and biases', 'gender dimension', 'masculinity']""";"b""['Women and gender studies', 'Gender in political sciences', 'Gender in business and management', 'Gender', 'Gender in social sciences', 'Gender research', 'EU research policy /Research policies in the EU']"""
b'Supporting the development of territorial Responsible Research and Innovation';b'SwafS-14-2018-2019-2020';b'2020/04/15';b'Forthcoming';"b""['institutional changes', 'cooperation between science and society', 'territories', 'governance', 'sustainability', 'territorial RRI', 'engagement', 'communities', 'citizens', 'STI']""";"b""['Participatory/Participation', 'New participatory democracy models', 'Responsible Research and Innovation (RRI)', 'Political systems and institutions, governance', 'Public engagement']"""
b'Taking stock and re-examining the role of science communication';b'SwafS-19-2018-2019-2020';b'2020/04/15';b'Forthcoming';"b""['social media', 'science communication', 'responsible research and innovation', 'CSOs', 'governance']""";"b""['Political systems and institutions, governance', '(science) communication', 'Media and socio-cultural communication', 'Journalism', 'Media and communications']"""
b'Grounding RRI in society with a focus on citizen science';b'SwafS-23-2020';b'2020/04/15';b'Forthcoming';"b""['co-creation', 'peer review', 'co-evaluation', 'RFPO', 'institutional changes', 'co-production']""";"b""['Responsible Research and Innovation (RRI)', 'Political systems and institutions, governance', 'Participatory/Participation', 'New participatory democracy models', 'Public engagement']"""
b'Science education outside the classroom';b'SwafS-24-2020';b'2020/04/15';b'Forthcoming';"b""['school', 'citizenship', 'non-educational', 'science education', 'complement', 'formal', 'learning', 'informal', 'classroom', 'institution']""";"b""['Non-formal education', 'School education', 'Formal education', 'Science education', 'Higher education', 'Education policy']"""
b'Gender-based violence including sexual harassment in research organisations and universities';b'SwafS-25-2020';b'2020/04/15';b'Forthcoming';"b""['Prosecution of perpetuators', 'Gender Equality Plan', 'Sexual harassment', 'GBV', 'Gender-based violence', 'GEAR tool', 'victims', 'Universities', 'Research organisations', 'Inequalities between women and men']""";"b""['Violence, conflict and conflict resolution', 'Gender in education', 'Gender in political sciences', 'Gender in law, criminology and penology', 'Women and gender studies', 'Gender in social sciences', 'EU research policy /Research policies in the EU']"""
b'Innovators of the future: bridging the gender gap';b'SwafS-26-2020';b'2020/04/15';b'Forthcoming';"b""['Innovation', 'Gender stereotypes', 'Entrepreneurship', 'Female creativity', 'Innovation potential', 'Inclusive innovation ecosystem', 'Women innovators']""";"b""['Entrepreneurship', 'Gender in business and management', 'Women and gender studies', 'Gender in political sciences', 'Gender in social sciences', 'EU research policy /Research policies in the EU']"""
b'Hands-on citizen science and frugal innovation';b'SwafS-27-2020';b'2020/04/15';b'Forthcoming';"b""['Citizens participation', 'Co-design', 'Citizen science', 'User-led innnovation', 'Set up scientific agenda', 'CSOs', 'Frugak innovation', 'Public engagement', 'Science education']""";"b""['Public engagement', 'New participatory democracy models', 'Responsible Research and Innovation (RRI)', 'Political science', 'Political systems and institutions, governance', 'Participatory/Participation', 'Social sciences, interdisciplinary']"""
b'The ethics of organods';b'SwafS-28-2020';b'2020/04/15';b'Forthcoming';"b""['governance of biobanks', 'European code of conduct for research integrity', 'clinical application', 'organods', 'organod-based technologies', 'Integrity', 'legal/regulatory and procedural framework', 'cells and tissues', 'guidelines']""";"b""['Data protection and privacy', 'Political systems and institutions, governance', 'Research data', 'Ethics in research and innovation', 'Research integrity and misconduct']"""
b'The ethics of technologies with high socio-economic impact';b'SwafS-29-2020';b'2020/04/15';b'Forthcoming';"b""['technologies with high socio-economic impact', 'Artificial intelligence', 'gene editing', 'European code of conduct for research integrity', 'digital data storage', 'the legal/regulatory and procedural framework', 'research protocols', 'Integrity', 'DNA', 'guidelines']""";"b""['Data protection and privacy', 'Ethics in research and innovation', 'Research integrity and misconduct', 'Political systems and institutions, governance', 'Research data', 'Research integrity and research misconduct']"""
b'Responsible Open Science: an ethics and integrity perspective';b'SwafS-30-2020';b'2020/04/15';b'Forthcoming';"b""['evaluation of science and scientific reputation', 'anonymisation/pseudonymisation mechanisms', 'transparency', 'Open Science', 'citizen science', 'reproducibility of results', 'informed consent', 'handling sensitive personal data', 'participation of citizens', 'data storage', 'open peer reviews', 'reproducibility', 'Integrity', 'diffusion of knowledge', 'open access to peer-reviewed scientific publications']""";"b""['Ethics in research and innovation', 'Research integrity and misconduct', 'Political systems and institutions, governance', 'Research data', 'Research integrity and research misconduct', 'Data protection and privacy']"""
b'Bottom-up approach to build SwafS knowledge base';b'SwafS-31-2020';b'2020/04/15';b'Forthcoming';"b""['RRI', 'societal actors', 'anticpatory policy making', 'open science', 'open innovation', 'science and society', 'SwafS knowledge base']""";"b""['Participatory/Participation', 'New participatory democracy models', 'Public engagement', 'Political systems and institutions, governance', 'Responsible Research and Innovation (RRI)']"""
b'Innovative approaches to urban and regional development through cultural tourism';b'TRANSFORMATIONS-04-2019-2020';b'2020/03/12';b'Forthcoming';"b""['European identity', 'cultural tourism', 'tourism industry', 'European Heritage Label sites', 'cultural heritage', 'intra-european cultural tourism', 'urban development', 'rural development', 'minority cultures', 'Design innovation', 'European cultural routes']""";"b""['Circular economy', 'Sustainable energy communities', 'Regional development', 'Cultural and economic geography', 'Smart Specialisation strategies', 'Social geography, infrastructure', 'Service innovation', 'Mobility and transportation', 'Spatial development and architecture, land use, re', 'Social and economic geography', 'Innovation systems', 'Social innovation', 'Sustainable transport', 'Gender in urban planning and development', 'Innovation and diversity (e.g. gender)', 'Technological innovation', 'Innovation policy', 'Urban studies, regional studies', 'Renewable energy sources', 'Urbanization and urban planning, cities', 'Social and industrial ecology', 'Demand driven innovation', 'Spatial planning', 'Resources efficiency', 'Crowdsourcing', 'Urban studies (Planning and development)', 'Spatial and regional planning', 'Transport planning and social aspects of transport', 'Cultural and creative economy', 'Spatial assessment and evaluation']"""
b'Evolving European media landscapes and Europeanisation';b'TRANSFORMATIONS-10-2020';b'2020/03/12';b'Forthcoming';"b""['public opinion', 'Europeanization', 'media', 'digitalization', 'political issues']""";"b""['Transformation of societies, democratization, soci', 'Sociology', 'Social issues', 'Violence, conflict and conflict resolution', 'Collective Awareness Platforms', 'Journalism', 'Political science', 'Political systems and institutions, governance', 'Media and communications', 'Psychology', 'Social structure, inequalities, social mobility, i', 'EU studies', 'Information science (social aspects)', 'Gender in media and communication', 'Cultural studies, cultural diversity', 'Media and socio-cultural communication', 'Communication networks, media, information society']"""
b'Society and innovations: understanding the contexts, processes and consequences';b'TRANSFORMATIONS-15-2020';b'2020/03/12';b'Forthcoming';"b""['technological changes', 'consequences of digital transformation', 'societal transformations', 'innovations', 'digital turn on democratic values', 'disruptive technology', 'society']""";"b""['Technology development', 'Social studies of science and technology', 'Technology implementation', '(science) communication', 'Ethics in research and innovation', 'Technology management', 'Social, economic, cultural and political history', 'Cultural heritage - Culture', 'Economics and Business', 'Social sciences, interdisciplinary', 'History', 'Education policy', 'Ethics in engineering and technologies', 'Educational sciences', 'Education: systems and institutions, teaching and', 'Social structure, inequalities, social mobility, i', 'Secure Societies', 'Information science (social aspects)', 'Economic history', 'Knowledge and Technology transfer', 'Ethics and morality, bioethics', 'Human rights', 'Ethics in social sciences', 'Law', 'History of science and technology', 'Economics of innovation', 'History of ideas, intellectual history, history of', 'Political systems and institutions, governance', 'Social issues', 'Technology evaluation', 'Social policies, work and welfare', 'Political science', 'HUMANITIES', 'Automation', 'Internet Science']"""
